,review Text,review Grade
2499,"We bought this as a replacement for my daughters phone. She loves it! It was easy to set up, fingerprint reader is perfect! Very happy with our purchase from here!!",5
2500,Good,4
2501,"I’m satisfied. Wish it had shown the Size of it rather than going by a #...Wish I had gone with the 8plus Size.If You decide , can you send back and Upgrade to the 8Plus?",5
2502,My back camera did not work when I first received it and it started working after 72 hours then it never worked again. Everything else about the phone was cool.,3
2503,"Phone does not hold charge, battery must be bad.",4
2504,Producto en excelentes condiciones y calidad.,5
2505,This phone was delivered very quickly and is in immaculate condition.  Battery life 84%.  All functions work perfectly so far!,5
2506,...Then it's only good for calling and texting and nothing else works. Don't cheap out on this it's almost $400 down the drain. Now I have to pay full price to buy a new one. I might as well did it in the first place.,1
2507,My daughter loved it,5
2508,"iPhone doesn’t stay charged, even when it’s fully charged and it was say no service and will reboot by itself! Also continues to say a virus had took over the phone",1
2509,Both phones look like they are in great condition. There were just two things I dislike. The chargers are not iphone chargers and the audio on one phone is damaged.,2
2510,Do t yet know the battery life but the phone works great,4
2511,This phone doesn’t work at all,1
2512,"I’ve never in my life cared to write a review, once the phone came in it was in great condition, all that was needed of me was to bring it to a metro store to get it registered. And now I have a perfect iPhone 8 for cheap. I am happy.",5
2513,"The battery is completely dead. The phone is turning off all the time, even its battery charge is over 90%. Is completely useless to have a phone without being able to use it unplugged. Dissapointing",1
2514,It’s a nice and fast iPhone,5
2515,Looks like brand new !,5
2516,Had to send back. Would not charge! Quick return and refund.,2
2517,I like the phone but it is too small,1
2518,cost too much,1
2519,"Phone was generally in good condition. However, the batter dies really fast. From a full charge I would say I have about an hours use before it’s down to 20%.",2
2520,Nope,1
2521,"It works only for one day after that, the screen doesn't work any more.",1
2522,"I’ve never bought refurbished electronics online. Had the tiniest of scratches on the top, battery health was 86%.. but the phone looks great and feels great.. and thats somewhat expected I guess.. I recommend",4
2523,I was very nervous about purchasing this phone used online like this but everything was great. The phone was pretty much brand new and we had zero issues,5
2524,Weird sound home button. No sense make stocking fee. I suggest avoid this seller and product.,1
2525,"Battery life, is bad",3
2526,The phone is stolen and can’t be hooked up are you bought it from a buyer that has a lock on it so no good,1
2527,Buen producto,5
2528,Battery doesn’t work.,1
2529,Phone was okay. They shipped it with a third party charger that didn’t work consistently after a few months and caused my elderly mom untold anguish and anxiety. I’m not kidding! Quit skimping on the F*ing charger.,2
2530,I can’t hear my callers,1
2531,It works pretty good,5
2532,Great little phone,5
2533,It was an iPhone 8 as advertised. Very happy it wasn’t a scam 👍 bought it to trade into att for my new phone and everything checked out. Good deal,5
2534,"Nice phone, high quality, fast ship, packed well.",5
2535,It was in perfect condition. Everything functional.,5
2536,"The phone is fine and works as it should, but the battery will stay charged about 2 hours from 💯% to dead-as-doornail. I need this rectified as this is my primary way to do business. Not acceptable! Please contact me.",3
2537,"Phone was not unlocked, as advertised.  Had to return.  Disappointed by misinformation but grateful to have received a full refund.Bought new at TMobile and it wasnt much more expensive than this phone.  Would recommend going that route instead.",1
2538,IT WORKS IN JAMAICA,5
2539,"Llego perfecto, batería 100% sin duda algunas tuve nervios por comentarios pero el envió llego antes de lo previsto y todo excelente, sin duda alguna lo compraría de nuevo, muchas gracias!!Desbloqueado para Peru.",5
2540,"Phone was in good co diction, however the battery was terrible. Will not hold a charge and now will not even charge. Not worth $200.",1
2541,Didn't even looked renewed,5
2542,Great reviews and good product for great price. Cannot beat that,5
2543,Haven’t had long enough to review but so far so good!!,4
2544,Great value. Can't tell it from a new original one from Apple.,5
2545,"I will buy more often, I highly recommend it. My Iphone 8 came 100% functional with 94% battery and no significant details. Funcional no Brazil :)",5
2546,Worked as expected.,5
2547,Phone works GREAT and fast shipping,5
2548,"Everything about this phone is amazing. The battery life is not the best, but the phone came with a screen protector already on it. The seller does a phenomenal job. Thus product is good.",5
2549,"Came and wouldn't even turn on, contacting the seller resulted in silence. Lots of places to get refurbished phones, make sure this isn't one of the places you do.",1
2550,Always a hit or miss with refurbished products. I bought 2 phones & both have been working very well for the past 6 months.,5
2551,EVERTHING I was hoping it would be I definitely would recommend buying a phone form them came wayyyyy faster then planes and everything worked great place to buy from,5
2552,"for the price , not bad came with only a charger and the edges of the phone have peel marks and . overall, the phone is work and the battery life is ok",5
2553,"Took a while to get it to transfer over, everything is perfect 👌",5
2554,My camera did not work tried to reboot it like they told me when I returned it they kept $32.02 of my money for a defective phone that they sent to me I do not recommend this people at all. I give them negative stars,1
2555,Sound quality is terrible!,3
2556,Very disappointed. The battery life is very poor. And when I checked the battery capacity it was under 80%. Less than what they advertised. If you buy . Please be aware of this.,1
2557,Worked great for a few months then once the return time was over the cellular stopped working sporadically and it glitches often.,1
2558,The lcd screen  on this phone is unresponsive. It happens at least once a day. The brightness will lower on its own. Very poor refurbished iPhone,1
2559,Great Product!!,5
2560,Short battery life. Doesn’t last even a few hours. Other than that works ok.,4
2561,It wont let me set up an apple ID the phone. I can only use it on wifi.,1
2562,"The phone came with a glass screen protector, and the phone is overall in amazing shape. The only flaw I found was the battery health was only 87% in the settings. However, being this is a used phone, I really have no major issues with it.",5
2563,"Was very afraid of refurbished phones, but this is an excellent surprise. Phone came clean and well packaged. It looked brand new and had excellent battery health.",5
2564,display complain,1
2565,Battery capacity is 70% effecince . That is too bad.,1
2566,"So happy with this purchase. The phone was fully unlocked, looks practically brand new and has a battery with 85% capacity. Just as advertised.",5
2567,the items not include charges battery,1
2568,"This came with a cracked camera. Not what I was expecting, even referbished.",3
2569,I would recommend it ...great purchase. we just changed our mind and my son is buying a samsung,5
2570,Product was in good condition,5
2571,Works just like was expected.,4
2572,"Not only was I very satisfied with the phone, the customer service was great as well! Everyone that I spoke to was very professional, knowledgeable, and polite. Great manufacturer!",5
2573,Like new,5
2574,Great price and works perfectly,5
2575,Great seller. Very responsive to questions and concerns. Dedicated to making sure everything was to my full satisfaction.,4
2576,Good deal,5
2577,"Product is great! More beautiful in person! Only thing is the purchase doesn't come with adapter, only charger. Those are only 12$ depending where you get it. Came with SD card but I was transferring my own.",5
2578,Work perfectly! Got this for my son as a replacement... no issues great condition,5
2579,The only thing I have a problem with is that when I get a call I can’t hear the person on the other end of the phone its very low I tried to adjust the volume but that didn’t do anything,4
2580,IT works like new.  It is only a week old but so far so good.,5
2581,Upon taking the phone out of the box I noticed there was debris under the plastic which leads me to believe the phone may not have been cleaned. Also there’s noticeable redness in the camera flash circle on the back of the phone. Water damage??? I just hope the phone lasts,3
2582,"Impecable. Sin detalles cosméticos. Batería al límite de lo aceptable, 80%",5
2583,Everything is good I just keep the brightness up so my battery dies fast but everything works great.,5
2584,The phone is great so far. No visual scratches etc. looks brand new. 100% battery after charging. Was so afraid to buy a refurbished phone but it’s been great so far. Couldn’t be more pleased,5
2585,The iPhone showed up early and functions exactly as advertised.  Everything was just fine.  Great job by the seller.,5
2586,my son loves it and it came just like the picture,5
2587,Bought as a gift so I cannot give you any more info till Christmas.,5
2588,I don’t know about other people but this phone can in excellent condition.,5
2589,The screen is too small so it is hard to see and used.,1
2590,"The iphone I received was perfect! Looked completely new, although used. Perfect gift for my daughter. It came with a glass screen protector a non-apple charger but no headphones - no big deal.",5
2591,Looks like new. Battery health is 100%. All functions working. Arrived within 2 days,5
2592,"DO NOT BUY!The phone came with a broken speaker, and I contacted the seller over a month ago and never heard back.ABSOLUTE GARBAGE, WASTE OF MONEY",1
2593,Very good product.It is useful.,5
2594,I bought this phone for my brothers birthday and from reading the reviews I wasn’t to sure about it but when it got here it was great. It looks new didn’t have any scratches and it come with a changer. The only thing is that it didn’t come with headphones but it’s okay.,5
2595,Great so far! Nothing wrong as far as i can tell!,5
2596,Accurate description 5 stars. iPhone shows some very slight marks but it’s something you would eventually do with a new one anyway. Very happy with sellers description and price.,5
2597,"A big scratch and a battery life 92%, I was expecting something better",2
2598,So far my son loves it,5
2599,Good phone,5
2600,Couldn’t get it to work with Straight talk. Camera is blurry. Sending it back.,3
2601,"2nd preused phone ""ive purchsed. This one is much better. Fingerprint reader is a little slow and needs multiple presses. Cannot connect to bluetooth",4
2602,"The phone itself is fine and brand new, but it’s not compatible with MetroPCS and I was mad at the fact that it wasn’t",1
2603,"It’s great! It’s a pretty color and works well, the battery life is poor but that’s to be expected with an older iPhone, so it isn’t really the sellers fault. This is a great value for the price.",5
2604,Seems to be working fine and shipped fast.,5
2605,"I bought an iphone 8 silver, but arrived a white one. I live in argentina and is so dificult to return the phone! The phone works great but the saler need to pay more atention beafore send the item. Thanks",3
2606,"Battery life was 2 hours on one phone, the other was unable to download apps. Cost me 70.00 to find that out 😠",1
2607,"the refurbished iphone is pretty good and all the accessories are also good. The battery and the screen all seem well. In addition, I also use a software on my laptop to check the product and the result also shows this one is a good one.",5
2608,Screen went black and phone stopped working.  Save your money and buy a new phone.,2
2609,Great customer service by techexchangee!!!!!,5
2610,Phone exactly as described. Looks brand new. My phone had 83 percent maximum battery life so i didnt get too lucky but its exactly as the seller describes.,5
2611,Love the ease of setting up and the whole order process,5
2612,"Very grade A, perfect like nee",5
2613,Very happy with this purchase I would buy from them again. Excellent.,5
2614,Muy bueno lo compre para mi hija de 10 años funciona muy bien,3
2615,Nice product great value,5
2616,👍🏻,5
2617,"Mint condition, and work like a brand new one!",5
2618,Worth it for its price.,5
2619,Good buy.Got exactly what was I purchased can’t see any defects and is working fine.,4
2620,"When I first opened it, it was at10% and it’s not letting me activate. Very disappointed that I spent almost $400 for nothing. Also it came with only a charger. Not the headphones or anything else.",1
2621,Complete waste of my time. This phone is NOT unlocked for Sprint. I should have the option to give zero stars.,1
2622,When I opened package I noticed it Had a scratch on the upper side where the sound switch looks like it was damaged,3
2623,Definitely was iffy on the purchase but love the phone and haven’t had any issues and was fully unlocked!!,5
2624,"Although it worked for our carrier, it wasn't unlocked. Was a Verizon phone. Did work great.",3
2625,Phone overheats.. people can’t hear me when I talk and pretty much I hate it. Don’t be cheap buy a new phone.,1
2626,Bought it for my niece and she loved it!,5
2627,Wifi quit working after 5 months. Invest your money elsewhere.,1
2628,It quit charging after a week of use but they did refunded our money,1
2629,Good price good quality of phone,5
2630,Very well,5
2631,Bluetooth doesn't work.  Internal speaker doesn't work.  Seller is impossible to get a hold of.  Seller does not respond to my messages.  Guess I have to return the phone.,1
2632,Fingerprints,4
2633,Everything works fine thus far ❗️,5
2634,Excellent condition. The only way I was able to tell it was used was that the batter health was at 96%.,5
2635,Bought for my daughter and it’s been working great.  She can download so many apps without having to worry about her phone slowing down.,5
2636,Device screen did not work was not able to input anything screen was not operable to the touch,1
2637,I would swear this phone is brand new! No problems so far and battery came at 96%! GREAT DEAL!,5
2638,I bought this phone for my 11 years old daughter for her Christmas gift. This is her first phone and she love it dearly everything works good.,1
2639,Doesn’t work for Verizon or Sprint. Didn’t read the SIM card for either network. Came with 83% max battery life. Trash.,1
2640,High quality/price! All the functions are good. The battery is quick to charge. But the maximum capacity of the battery health is 83%.,5
2641,The phone looked and worked excellent. The charger didn't fit the phone so I contacted the sellers and they took good care of me immediately. I will use this guys again.,5
2642,Phone showed up with a broke home button and the company is doing nothing on their in to either send me another phone or let me return this one,1
2643,"The camera would not stop shaking. Too volume button was sticky, they overcharged my card when ordering. Wouldn’t suggest this phone.",1
2644,Speaker on phone was wired for music to come out the ear speaker instead of below where it should,1
2645,NOT UNLOCKED- jacked up Christmas for the kid.,1
2646,Phone won't come on after a while ... won't take charge. I left on deployment and didn't use phone till I came back. Now phone won't turn on,1
2647,The phone arrived in very good condition. You would think everyone would buy renewed phones at the rate they are going for. I’ll just have to see how the battery life holds up.,4
2648,Disregard last review phone is fine protective cover was damaged not phone,1
2649,Very good phone i loved it,5
2650,This is what they sent me pretty nasty screen was full of scratches,1
2651,Love the iPhone so far.,5
2652,I love it,5
2653,It’s a great phone but like most apple products the battery isn’t the best but it works great other then the battery.,4
2654,"I like how easy it was to switch out the SIM card and set it all up. Seamless! Really appreciate that they include the tool for removing the SIM card. Fast delivery, phone in beautiful shape.",5
2655,As soon as the 90 day window to return the phone was over I started having a continuous problem with No Service and missing phone calls due to a defective component in the phone. I don't recommend anyone ordering a pre-owned phone.,1
2656,Works great,5
2657,"It’s in perfect condition, i didn’t see any scratches or scuffs marks. It came i one day earlier than expected. The phone works good too, there hasn’t been any problems with it!",5
2658,"I bought this phone 2 months ago, and it’s still working perfectly. It came without scratches and a 100% battery health. It’s amazing. Please don’t hesitate to buy because it is worth it!",5
2659,Even arrived with a glass screen protector !,5
2660,Phone worked for a week before it broke and stopped turning on. I would like to return the phone and get my money back.,1
2661,WiFi and Bluetooth stopped working less then 6 months of purchase. Phone is useless with out WiFi it can’t even update,1
2662,"Works great love the new phone, awesome customer service!",4
2663,It came in great shape and it even came with a screen protector that is already on the phone. Phone worked really good thanks Amazon.,5
2664,The battery was dead and the port was damaged. In short the phone was not functional and is literally trash. Money and time wasted!!!,1
2665,Terrible battery life. Charges fast. People only hear me via Bluetooth and speaker,4
2666,"WRONG CARRIER and it specifically said AT&T/T-MOBILE. When I got it, it wouldn't accept my T-Mobile sim card. Had to pay another $8 dollars to send it back, just to not receive a refund. Waste of time and waste of $300 down the drain!",1
2667,Is worth it and for the price even better,5
2668,excellent,4
2669,Don’t the phone has malware preinstalled,1
2670,Liked price.,5
2671,"La psntalla tiene marcas de luz a los lados y en la parte inferior izquierda esta azulada, luego la bateria no sirve, se carga al 95% y baja toda en 30-45 minutos o se pasa apagando repentinamente, mala experiencia con esta compra",1
2672,Love this phone 👍 works great looked new I’ve had it for about a year now. No issues except I’m getting a new battery replaced bc the battery life is at 85% but otherwise I definitely recommend!,4
2673,My speaker was going out the 1st week I got it and I tired to contact the person but she or he never responded. I never dropped my phone and my home screen button stop working .,1
2674,"Phone looks great, no blemishes. Runs smooth. Just disappointed to see the battery health at 85% out of the box, would have expected a restored phone to have a replacement battery installed.",3
2675,My daughter is thrilled. perfect like new,5
2676,This phone was in great shape when I received it.,5
2677,"Everything’s working fine! Looks and works brand new, the only part I don’t like is it’s 91% batter capacity. But it came with a screen protector already on, and I’m just in love with the color!",5
2678,"I am having no problems with this phone. I broke mine while moving out of my dorm and bought this one, it arrived in less than 48 hours. It's a standard iPhone 8 with all the bells and whistles, and really good. Seller is trustworthy.",5
2679,"I guess it was a good phone. I have had Androids phones before. I thought I was ready for a change, but it was difficult to manage. I tried giving it a chance, but never was happy with it.",1
2680,Bueno,5
2681,It’s not worth the money the screen turned off after a few days,1
2682,Works like new,5
2683,I've had the phone for roughly a year. The battery at full charge will only last roughly 3 hours. Never dropped nor wet the phone.,1
2684,Received product as expected and functioned great.,5
2685,It was brand new. Functioning perfectly.,5
2686,"I am not pleased with this product, I brought it in December and it's not working properly, I can only text now and cannot here anything from it.",2
2687,Didn’t come in the best of shape. Scrapes/ gouges all over corners. Also scratched screen. Could have been in better condition but overall okay.,2
2688,I cannot get the camera or the flash to work on this phone. I’ve reached out to the seller to see about replacement or swapping for a different phone. Let’s see what kind of response I get.,1
2689,Phone was really good condition. One small scratch on the screen but other than it looks like new. The battery health was only at 87% when I received the phone though.,5
2690,The phone was in perfect condition.  Looked brand new.  So glad I got it.  I will definitely order from them in the future.,5
2691,Replacement for my son. Nice upgrade,5
2692,I received a defective phone. I took it to the Apple store to get the battery replaced and when they opened it up the battery was inflamed and there was acid. I had to get a whole new phone because the phone was hazardous. Never buying from here again.,1
2693,At first I was a little skeptical about this product due to the reviews I’ve seen but surprisingly came as expected 😁,5
2694,So far I love this phone. The battery life of course isn’t gonna be %100 percent but so far no problems! Looked brand new and nothing bad about it!,5
2695,Bought for my daughter and she loves it and still has it lol,5
2696,Self,5
2697,"This phone is great! I got tired of my pixel-ly LG camera but I was scared the phone would mess up after a week or so. It did no such thing! The only thing that was a little weird was how fast the battery went down ,but after talking to friends I figured out it’s just an iPhone thing 😂",5
2698,"I am shocked what $200 can get you. Excellent condition phone, better than I expected.",5
2699,Phone was not unlocked could not register for my son Christmas was ruined as this was his only request for Christmas.,1
2700,Ordered iPhone 8. Really surprised that in cake in such great condition. I don’t usually write reviews but this phone is almost in absolutely perfect condition. Very very minor scratching on screen but the rest of the phone is perfect.,5
2701,I was worried about buying a renewed phone but the phone works perfectly. I have no complaints.,5
2702,"When someone calls me I can't hear them hardly at all, and this is with the in-call volume turned all the way up.",2
2703,"Product had internal battery damage,water damage, broken glass inside of it, simply would not work.",1
2704,"Good, clean and neat phone. Well packaged. Main features working as expected. The only shortcoming is the short battery life which seems to last less than a day.",4
2705,No me agrado no tener screen protector at the moment to  save the screen from litter línea for the poket or somethink like that,4
2706,Which can only be used exclusively in the Japanese market.  It could not be activated on the Verizon network or any other US network.,1
2707,"The phone has been great. Works wonderfully. It's in great shape, screen unscratched, case undented.Arrived quickly, and had everything I needed.  I've been very pleased with the way it has worked for me.",5
2708,Está como nuevo la batería está al 100% todo funciona perfecto y está desbloqueado para usar en cualquier país. Solo que el cargador no es el original. Buena compra,5
2709,battery lasted 6 months...what a rip off!...check that it was the generic charger cable...whew!,1
2710,"No issues so far, phone is in good condition and battery health is 90% which is fine.",5
2711,Good value. No noticeable damage for a refurbish.,4
2712,This phone did not work.  The touchscreen does not respond at all. I'm very disappointed that it isn't even usable.,1
2713,Great great greatRecommend,5
2714,Happy with the purchase.  Phone came with no visible damage and is working flawlessy!,5
2715,I bought this for my daughter and she was so excited but when I activated it the mic for calls did not work but the speaker did. I just returned it and im waiting on my refund.,1
2716,"The battery doesn’t even last for 8 hours, the condition of the phone is fair, what’s the even worse the original screen was changed.",1
2717,Battery was basically dead and crashing . Cost $50 immediately to replace battery. Sometimes a gamble buying these refurbed phones.,2
2718,"This product is absolutely disappointing don't buy, I bought one and went overseas now the battery is swollen and they don't want to give me my money back. Terrible service.",1
2719,"I purchased the phone as it said it was fully unlocked and compatible with Sprint. However, it was not. The phone itself seemed to be in very good condition as listed. The company was helpful with the return process.",2
2720,Got this phone for my mom. Fast shipping and phone in very good condition. Everything good so far.,5
2721,Phone is defective and the seller tried  to make me pay to return it. Buyer beware,1
2722,Not unlocked for sprint . Had to send back and order elsewhere.,3
2723,It has been working wonderfully.,4
2724,Muy bonito gracias llego a tiempo .,5
2725,"It works great and looks like it just came from the IPhone factory, thank you kindly",5
2726,"The phone randomly lost signal- regardless of where you where, and would turn off anytime. Once you turned ir back on and put your code, it would turn off again and this would happen around 4 times. Had to switch back to an old phone",1
2727,On time and as discribed,5
2728,I recommend this item for you to buy it’s working perfect and works with any network I am currently using it with at&t and it’s doing perfectly fine.,5
2729,I like it but maybe I didn’t realize it doesn’t have for the headphone so I will buy the adapter but so far so good I will review because I still don’t know,4
2730,The phone works well and stables. The battery life is 80% percent,4
2731,Thank you,5
2732,I’m really disappointed! This phone isn’t fully unlocked! I’ll never shop from Amazon again!,1
2733,"Very great condition, battery life may be slightly low mine was in the 80s which I’m alright with but phone is in great condition otherwise",5
2734,"This microphone did not work at all, so I cannot even use the phone!! A huge waste of money. Save yourself and never shop with these guys!!",1
2735,"Don't let the negative reviews sway you. I bought this almost 2 weeks ago, no issues I didn't even see scratches. It was unlocked fully and like new.  I'd 100% recommend.",5
2736,"I liked the phone, but I ordered an IPhone instead of an Android! My mistake! How can I return this phone so I can exchange it?",5
2737,Works great.,5
2738,FaceTime does not work. I have took it to experts on apple phones etc. What really sucks is I still have 1 payment left to pay. I wish I never purchased it.,3
2739,It is definitely a step up from my last phone,5
2740,The phone seemed great until it would t get service. We took it to Verizon and after waiting for two hours was told to return it because it was unable to get service for whatever reason.,1
2741,"Camera is messed up has this purple tint, soo really not worth the money and a total lie that’s it’s inspected.",1
2742,This was not unlocked. I couldn't use it for my service because it wasn't. There was no purpose in buying it if you cant use your service on it.....,1
2743,Arrived early and in very good condition with a nice screen protector on it. Very easy transition from old phone to new one.,5
2744,First of all people on the receiving end cant seem to hear me when I make a callthe home button has gone bad so it is hard to go back to another screenHorrible usage.,1
2745,also iPhone 8 is refurbished,4
2746,Came locked and made we waste a lot of money,1
2747,I received the phone in excellent condition. I appreciate it and recommend this purchase. Thanks!,5
2748,"iPhone entry does not recognize headset, I bought another original headset and tried everything.and unfortunately the input doesn't recognize the phone.",5
2749,"Have been using for over a month now, the battery life is great, the finger reader works like new. Had no scratches on either side. Would buy again",5
2750,No comment,5
2751,This phone rocks! I was able to download games and apps I needed without having to connect it to itunes.,5
2752,"I guess it’s  best to get Apple certified refurbished iPhones. This one can’t get a photo or video, or even make a phone call, for very long without shutting down. (Not like a standard crash that returns you to the home screen—instead, the phone just powers off.)",1
2753,My phone telling me I have 50 gb storage not 64 confused,1
2754,"Phone is completely free of any scratchs and blemishes. Operates smoothly, no known issues.The charging box provided wasn't compatible with the iPhone, but I had a spare.",5
2755,"OMGG amazing!!! The phone came in working condition...no cracks, no scratches, no nothing. If you want the phone I definitely recommend!!!",5
2756,Great condition battery life was great. Quick delivery.,5
2757,Sometimes the sound stops working and I don't know why.,3
2758,"The phone arrived on time, as promised and works great.",5
2759,"El telefono vino defectuoso, se congela 3 o 4 veces al día hay que esperar que se reincide de manera automática al rededor de media hora",1
2760,Battery is not working well,2
2761,"The 2 iPhone 8’s I purchased were in great condition, work as expected, and I consider a great value!",4
2762,"received this phone for over a month and the only problem i’ve had is sometimes the lte won’t go through, but i just restart the phone and it works. (pretty sure it’s an apple thing) i’m using with straight talk and it works fine",5
2763,Your moneys worth.,5
2764,I haven’t had the phone 2 months and the camera stopped working and now the seller won’t respond 🤮🤮worst purchase ever!!,1
2765,Well packaged. Quick shipping. iPhone in excellent condition.,5
2766,Excellent delivery as promised. Perfect condition and very pleased. Highly recommended....,5
2767,The phone is currently disabled. It was setup Thursday night. It was disabled Friday evening. I emailed the vendor n still lo word. Can someone contact me,1
2768,"Very happy with looks, function and battery.  I would recommend to others.",5
2769,"Battery dies fast, had to get a new one. Just to learn it was an internal issue. Ended up buying a brand new phone anyway! Wasted money!",1
2770,"The phone is not recognizing my Metro pcs chip, and the wifi is not getting connected!",3
2771,We bought two and both are great! Battery lasts all day...mine had a surface scratch on the screen but other than that looked brand new. You cannot see the scratch with a case at all.,5
2772,"This phone was in impeccable condition , I was nervous after reading some reviews . But it was in great shape looks new works perfect !",5
2773,It is beautiful and light I soyd e Ecuador and the iphone runs very well around here.,5
2774,It came with a bit of scratches but for a renewed phone it's top quality. Battery life was at 90 percent which is pretty good,5
2775,The phone barley had dings on the corners on the aluminum part. Other then that everything is perfect good working phone and the battery was at 90% life damn near brand new. Good choice right here.,5
2776,Battery life at 78% out of box.  It was in beautiful condition.  Couldn’t see a scratch on it.  But kept dying on me.  I am returning,3
2777,Great phone !,5
2778,I am really pleased with your Shipment speed to get to me your service is just amazing and the phones are just awesome thank you so much,5
2779,Exactly as described,5
2780,Idk why I thought this was gonna be rose gold. My old phone cracked so much I couldn’t read properly 😂,5
2781,I had a phone and screen cover sense i had it but it still broke internally. Both cameras gave out and there are line streaks on the screen. I had the phone for less than 3 months. They need to do a better job refurbishing the phones.,1
2782,Loved the phone!,5
2783,Good price and product is matching descriptions. Fast & free delivery. Phone come with the screen protector.,5
2784,"My son is very happy with this phone, so far so good!",5
2785,Phone works great - like it was new! Would buy again.,5
2786,Very good condition. Works perfectly.,5
2787,Used it for 2 months. Still work well. No problem appeared yet.,5
2788,Day 2: Brilliant!! Well packed. Received accessories and phone cover I wasn’t expectingGreat service,5
2789,Works like new. No complaints and it’s been good for the last few months.,5
2790,This product was for my daughter as a Christmas gift but it was in great shape when I gave it to her I'm a Android user,4
2791,"Best deal around , couldn’t beat it everything works perfectly other then the battery life being at 87% but still holds charge all day",5
2792,I use my phone daily. I really like the fingerprint reader for easy access to my phone. I can use my phone all day on just one charge.,4
2793,It great and work super well.  the battery also last very long.  love it.,5
2794,"Great phone, no issues at all. Definitely a great purchase.",5
2795,Great,5
2796,I’ve tried other refurb phones and had to return them within days...I am very pleased with this phone... I highly recommend their products,5
2797,Great pho be for  the price.,5
2798,Item color description is Gold but arrived rose Gold,3
2799,Very pleased! Shipped quickly and looks like a new phone! Too soon to know about battery life yet but am well pleased so far!,5
2800,None,5
2801,Doesn’t charge !!! If the battery shows 100% few minutes later is 16%. Is really bad.,1
2802,Everything was good but regular head phone didn’t work that’s why I returned back ..thank you,2
2803,Bought this for my wife and she loves it.,5
2804,Don’t buy from D’Tech they have special restocking fees for some reason it cost 20% to restock an item. Just find someone else who is more customer centric.,4
2805,"The phone was received in an excellent shape, not a scratch and had 100% battery life",5
2806,"I liked the color of the phone, but I the thing I dislike was the fact that my case came a little late but that’s okay.",5
2807,"I was purchasing this as an upgrade from a different brand. I was skeptical of the seller, as many reviews detailed frustrating situations with device quality issues. One month in and I have had no complaints. Device performs as expected.",4
2808,It's been a few weeks and I am happy with this product!  I received it withing 2-3 days and it has worked quite well so far.  I will consider this seller and product again in the future.,5
2809,Happy,5
2810,Great condition,5
2811,"2 times I received a not working IPhone 8, unbelievable. Finally I requested for full refund.",1
2812,Phone arrived on the day promised. The cosmetic condition is excellent...would think it was factory new if you didn’t know it was a refurbished unit. Transfer of data from the old IPhone 6 was a snap and all functions on the 8 are working great.,5
2813,El teléfono lo compre para el regalo de cumpleaños de mi hermana y el botón de inicio se daño al segundo día de uso ahora el teléfono no funciona una muy mala inversión ahora el teléfono está en Costa Rica sin funcionar,1
2814,For it too be used works great,4
2815,Very clean. Not a single scratch on the surface of the phone or the screen.I liked it. Highly recommended.,5
2816,The charger is a very fake one. Charge super slow and the battery won't last more than 3 hours. This product looks used like hell! Never ever trust these pictures that the merchant shows you!,1
2817,Device has Malware preinstalled that ended up compromising my entire Google account!! Poor battery life for a renewed device 😢,1
2818,it's republished one  and has been used everyday for 1 month but it's working perfect so far.,5
2819,"So far so good! I just got mine today and everything is working so far. No cracks, came in perfect condition. The packaging is a little sketchy and it doesn’t come with headphones. The box and charger are not apple but they still work.",5
2820,Very good,5
2821,"The phone was useless, it kept dropping service and it constantly kept restarting itself.",1
2822,"Like new condition,decent battery life.Great value",5
2823,my son loves it the camera is amazing highly sugsested,5
2824,"Phone has to changed twice a day, battery obviously no good 😌",1
2825,Like brand new,5
2826,The phone works fine. The camera has a crack so it’s useless. Don’t buy them here.,1
2827,Beware!!!! Don’t buy !!!! I returned a phone on time and still waiting for a refund 3 months and waiting...,1
2828,Battery needed to be replace- wouldnt hold a charge. That’s my only complaint,3
2829,Volume  is very low even if if ringer is all the way. I have to use the speaker to be able to hear the incoming call,2
2830,Small impact on the left side corner. Other than that the phone is good.,4
2831,I received the phone and it looks great and very good condition! it also arrived just on time. Thank you! i will oorder another iphone from you for my son.,5
2832,"love the color and sharpness, the speakers work  great and I was  able to keep my old  numberthank you for opening  my eyes to  apple iPhone 8",5
2833,Love it,5
2834,Just received this iPhone 8!did not turn on very dissatisfied!!! Waisted my time waiting for this phone!!,1
2835,Excelente producto! Llego todo súper rápido y protegido con cargador y cable original nuevos! Gracias!,5
2836,"This phone still had the “Find my IPhone” set up, so I could not activate the phone with my carrier. Very disappointed.",2
2837,The kid got it for his 13th birthday. He loves it and it works great...,5
2838,Not impressed,3
2839,I am new to IPhones and I am loving it. I haven’t had a single problem with this phone and it was easy to connect my carrier to it.,5
2840,I bought the phone 2 weeks ago and it works perfectly it looks new it feels new and I really recommend buying this product it also came like 3 days early,5
2841,Phone works well. In excellent condition. Well worth the price.,5
2842,This renewed iPhone 8 works great.,5
2843,The battery did not last and the phone randomly died,1
2844,"I'm very disappointed with the phone I received. There are visible scratches all over the back of it, there are nicks along the edges of the glass and the battery capacity is only at 90%. I will be returning this phone.",2
2845,Great phone,5
2846,It was exactly as promised. Could you ask for anything more?,5
2847,Like previously used iPhone 8,5
2848,It all works but the whole back of the phone don’t work the back camera won’t turn on and the flashlight don’t work either.,2
2849,Pretty good so far!,5
2850,This phone is not compatible with SPRINT- T-Mobile network can not be connected.DOES NOT WORK.,1
